Material	PS	D	 Power	 Speed	Hatch 	LT	SS	GF	RD 
6.00	44.50	0.00	250.00	720.00	0.12	0.05	0.07	14.99	99.98
6.00	44.50	0.00	250.00	820.00	0.12	0.05	0.07	14.99	99.86
6.00	44.50	0.00	250.00	920.00	0.12	0.05	0.07	14.99	99.74
6.00	44.50	0.00	300.00	520.00	0.12	0.05	0.07	14.99	99.76
6.00	44.50	0.00	300.00	620.00	0.12	0.05	0.07	14.99	99.92
6.00	44.50	0.00	300.00	720.00	0.12	0.05	0.07	14.99	99.89
6.00	44.50	0.00	300.00	820.00	0.12	0.05	0.07	14.99	99.93
6.00	44.50	0.00	300.00	920.00	0.12	0.05	0.07	14.99	99.94
6.00	44.50	0.00	350.00	520.00	0.12	0.05	0.07	14.99	99.63
6.00	44.50	0.00	350.00	620.00	0.12	0.05	0.07	14.99	99.92
6.00	44.50	0.00	350.00	720.00	0.12	0.05	0.07	14.99	99.97
6.00	44.50	0.00	350.00	820.00	0.12	0.05	0.07	14.99	99.99
6.00	44.50	0.00	350.00	920.00	0.12	0.05	0.07	14.99	99.99
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	98.95
6.00	29.11	0.00	175.00	650.00	0.12	0.04	0.07	30.00	98.16
6.00	29.11	0.00	200.00	550.00	0.13	0.04	0.07	30.00	98.30
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	98.31
6.00	29.11	0.00	175.00	650.00	0.12	0.04	0.07	30.00	98.89
6.00	29.11	0.00	225.00	850.00	0.12	0.04	0.07	30.00	99.03
6.00	29.11	0.00	175.00	650.00	0.14	0.04	0.07	30.00	99.22
6.00	29.11	0.00	200.00	950.00	0.13	0.04	0.07	30.00	98.31
6.00	29.11	0.00	175.00	850.00	0.14	0.04	0.07	30.00	98.98
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	98.73
6.00	29.11	0.00	225.00	850.00	0.14	0.04	0.07	30.00	98.90
6.00	29.11	0.00	225.00	650.00	0.12	0.04	0.07	30.00	99.19
6.00	29.11	0.00	225.00	650.00	0.12	0.04	0.07	30.00	99.49
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	99.10
6.00	29.11	0.00	225.00	650.00	0.14	0.04	0.07	30.00	99.30
6.00	29.11	0.00	175.00	850.00	0.14	0.04	0.07	30.00	99.12
6.00	29.11	0.00	250.00	750.00	0.13	0.04	0.07	30.00	99.67
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	99.80
6.00	29.11	0.00	175.00	650.00	0.14	0.04	0.07	30.00	99.52
6.00	29.11	0.00	150.00	750.00	0.13	0.04	0.07	30.00	99.47
6.00	29.11	0.00	175.00	850.00	0.12	0.04	0.07	30.00	99.38
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	99.23
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	99.39
6.00	29.11	0.00	200.00	750.00	0.13	0.04	0.07	30.00	99.13
6.00	29.11	0.00	200.00	750.00	0.15	0.04	0.07	30.00	99.09
6.00	29.11	0.00	225.00	650.00	0.14	0.04	0.07	30.00	98.78
6.00	29.11	0.00	175.00	850.00	0.12	0.04	0.07	30.00	99.45
6.00	29.11	0.00	200.00	750.00	0.11	0.04	0.07	30.00	99.93
6.00	29.11	0.00	225.00	850.00	0.12	0.04	0.07	30.00	99.29
6.00	29.11	0.00	225.00	850.00	0.14	0.04	0.07	30.00	99.40
6.00	31.00	0.00	300.00	2500.00	0.05	0.04	0.07	17.99	96.90
6.00	31.00	0.00	300.00	2500.00	0.07	0.04	0.07	17.99	95.86
6.00	31.00	0.00	300.00	2500.00	0.10	0.04	0.07	17.99	84.17
6.00	31.00	0.00	350.00	2500.00	0.05	0.04	0.07	17.99	96.27
6.00	31.00	0.00	350.00	2500.00	0.07	0.04	0.07	17.99	97.41
6.00	31.00	0.00	350.00	2500.00	0.10	0.04	0.07	17.99	92.53
6.00	31.00	0.00	450.00	2500.00	0.05	0.04	0.07	17.99	97.47
6.00	31.00	0.00	450.00	2500.00	0.07	0.04	0.07	17.99	99.34
6.00	31.00	0.00	450.00	2500.00	0.10	0.04	0.07	17.99	97.87
6.00	31.00	0.00	450.00	1500.00	0.05	0.04	0.07	17.99	99.19
6.00	31.00	0.00	450.00	1500.00	0.07	0.04	0.07	17.99	98.85
6.00	31.00	0.00	450.00	1500.00	0.10	0.04	0.07	17.99	98.65
6.00	31.00	0.00	450.00	2000.00	0.05	0.04	0.07	17.99	99.19
6.00	31.00	0.00	450.00	2000.00	0.07	0.04	0.07	17.99	98.78
6.00	31.00	0.00	450.00	2000.00	0.10	0.04	0.07	17.99	97.88
6.00	31.00	0.00	450.00	3000.00	0.05	0.04	0.07	17.99	97.79
6.00	31.00	0.00	450.00	3000.00	0.07	0.04	0.07	17.99	98.06
6.00	31.00	0.00	450.00	3000.00	0.10	0.04	0.07	17.99	95.80
6.00	20.00	0.00	100.00	700.00	0.12	0.05	0.20	28.00	97.90
6.00	20.00	0.00	150.00	700.00	0.12	0.05	0.20	28.00	98.59
6.00	20.00	0.00	200.00	700.00	0.12	0.05	0.20	28.00	98.70
6.00	20.00	0.00	250.00	700.00	0.12	0.05	0.20	28.00	98.91
6.00	20.00	0.00	300.00	700.00	0.12	0.05	0.20	28.00	99.80
6.00	20.00	0.00	350.00	700.00	0.12	0.05	0.20	28.00	99.51
6.00	20.00	0.00	400.00	700.00	0.12	0.05	0.20	28.00	99.22
6.00	20.00	0.00	300.00	400.00	0.12	0.05	0.20	28.00	98.40
6.00	20.00	0.00	300.00	500.00	0.12	0.05	0.20	28.00	98.60
6.00	20.00	0.00	300.00	600.00	0.12	0.05	0.20	28.00	98.39
6.00	20.00	0.00	300.00	800.00	0.12	0.05	0.20	28.00	99.10
6.00	20.00	0.00	300.00	900.00	0.12	0.05	0.20	28.00	98.90
6.00	20.00	0.00	300.00	1000.00	0.12	0.05	0.20	28.00	98.90
6.00	20.00	0.00	300.00	700.00	0.03	0.05	0.20	28.00	97.00
6.00	20.00	0.00	300.00	700.00	0.05	0.05	0.20	28.00	98.27
6.00	20.00	0.00	300.00	700.00	0.08	0.05	0.20	28.00	98.93
6.00	20.00	0.00	300.00	700.00	0.10	0.05	0.20	28.00	99.10
6.00	20.00	0.00	300.00	700.00	0.13	0.05	0.20	28.00	99.80
6.00	20.00	0.00	300.00	700.00	0.15	0.05	0.20	28.00	99.32
6.00	20.00	0.00	300.00	700.00	0.20	0.05	0.20	28.00	99.51
6.00	21.00	0.00	300.00	700.00	0.12	0.05	0.03	28.00	95.90
6.00	22.00	0.00	300.00	700.00	0.12	0.05	0.05	28.00	97.59
6.00	23.00	0.00	300.00	700.00	0.12	0.05	0.08	28.00	98.91
6.00	24.00	0.00	300.00	700.00	0.12	0.05	0.10	28.00	98.91
6.00	25.00	0.00	300.00	700.00	0.12	0.05	0.15	28.00	98.91
6.00	26.00	0.00	300.00	700.00	0.12	0.05	0.20	28.00	99.80
6.00	27.00	0.00	300.00	700.00	0.12	0.05	0.25	28.00	98.71
6.00	28.00	0.00	300.00	700.00	0.12	0.05	0.30	28.00	92.70
6.00	35.40	0.00	50.00	600.00	0.09	0.03	0.05	30.00	80.14
6.00	35.40	0.00	100.00	600.00	0.09	0.03	0.05	30.00	97.48
6.00	35.40	0.00	150.00	600.00	0.09	0.03	0.05	30.00	99.26
6.00	35.40	0.00	200.00	600.00	0.09	0.03	0.05	30.00	98.88
6.00	35.40	0.00	250.00	600.00	0.09	0.03	0.05	30.00	99.42
6.00	35.40	0.00	50.00	1000.00	0.09	0.03	0.05	30.00	72.15
6.00	35.40	0.00	100.00	1000.00	0.09	0.03	0.05	30.00	90.94
6.00	35.40	0.00	150.00	1000.00	0.09	0.03	0.05	30.00	99.26
6.00	35.40	0.00	200.00	1000.00	0.09	0.03	0.05	30.00	99.34
6.00	35.40	0.00	250.00	1000.00	0.09	0.03	0.05	30.00	99.54
6.00	35.40	0.00	50.00	600.00	0.11	0.03	0.05	30.00	81.71
6.00	35.40	0.00	100.00	600.00	0.11	0.03	0.05	30.00	96.65
6.00	35.40	0.00	150.00	600.00	0.11	0.03	0.05	30.00	98.76
6.00	35.40	0.00	200.00	600.00	0.11	0.03	0.05	30.00	98.97
6.00	35.40	0.00	250.00	600.00	0.11	0.03	0.05	30.00	99.38
6.00	35.40	0.00	50.00	1000.00	0.11	0.03	0.05	30.00	72.36
6.00	35.40	0.00	100.00	1000.00	0.11	0.03	0.05	30.00	86.63
6.00	35.40	0.00	150.00	1000.00	0.11	0.03	0.05	30.00	98.10
6.00	35.40	0.00	200.00	1000.00	0.11	0.03	0.05	30.00	99.34
6.00	35.40	0.00	250.00	1000.00	0.11	0.03	0.05	30.00	99.50
6.00	35.40	0.00	50.00	600.00	0.12	0.03	0.05	30.00	82.07
6.00	35.40	0.00	100.00	600.00	0.12	0.03	0.05	30.00	91.65
6.00	35.40	0.00	150.00	600.00	0.12	0.03	0.05	30.00	98.64
6.00	35.40	0.00	200.00	600.00	0.12	0.03	0.05	30.00	99.17
6.00	35.40	0.00	250.00	600.00	0.12	0.03	0.05	30.00	99.38
6.00	35.40	0.00	50.00	1000.00	0.12	0.03	0.05	30.00	71.40
6.00	35.40	0.00	100.00	1000.00	0.12	0.03	0.05	30.00	83.60
6.00	35.40	0.00	150.00	1000.00	0.12	0.03	0.05	30.00	93.14
6.00	35.40	0.00	200.00	1000.00	0.12	0.03	0.05	30.00	98.18
6.00	35.40	0.00	250.00	1000.00	0.12	0.03	0.05	30.00	99.34
6.00	16.17	0.00	400.00	600.00	0.10	0.05	0.10	16.00	99.75
6.00	16.17	0.00	400.00	900.00	0.10	0.05	0.10	16.00	99.93
6.00	16.17	0.00	400.00	1200.00	0.10	0.05	0.10	16.00	99.72
6.00	16.17	0.00	400.00	1500.00	0.10	0.05	0.10	16.00	99.32
6.00	16.17	0.00	400.00	600.00	0.10	0.06	0.10	16.00	99.91
6.00	16.17	0.00	400.00	900.00	0.10	0.06	0.10	16.00	99.93
6.00	16.17	0.00	400.00	1200.00	0.10	0.06	0.10	16.00	99.77
6.00	16.17	0.00	400.00	1500.00	0.10	0.06	0.10	16.00	99.26
6.00	16.17	0.00	400.00	600.00	0.10	0.07	0.10	16.00	99.85
6.00	16.17	0.00	400.00	900.00	0.10	0.07	0.10	16.00	99.95
6.00	16.17	0.00	400.00	1200.00	0.10	0.07	0.10	16.00	99.77
6.00	16.17	0.00	400.00	1500.00	0.10	0.07	0.10	16.00	99.39
6.00	16.17	0.00	400.00	600.00	0.10	0.08	0.10	16.00	99.87
6.00	16.17	0.00	400.00	900.00	0.10	0.08	0.10	16.00	99.92
6.00	16.17	0.00	400.00	1200.00	0.10	0.08	0.10	16.00	99.70
6.00	16.17	0.00	400.00	1500.00	0.10	0.08	0.10	16.00	99.14
6.00	36.69	0.00	152.50	757.50	0.08	0.04	0.08	37.98	99.53
6.00	36.69	0.00	228.75	1010.00	0.08	0.04	0.08	37.98	100.00
6.00	36.69	0.00	228.75	1262.50	0.08	0.04	0.08	37.98	99.88
6.00	36.69	0.00	305.00	1262.50	0.08	0.04	0.08	37.98	99.98
6.00	36.69	0.00	305.00	1515.00	0.08	0.04	0.08	37.98	99.90
6.00	36.69	0.00	381.25	1515.00	0.08	0.04	0.08	37.98	99.68
6.00	36.69	0.00	152.50	505.00	0.11	0.04	0.08	37.98	99.83
6.00	36.69	0.00	228.75	757.50	0.11	0.04	0.08	37.98	99.96
6.00	36.69	0.00	228.75	1010.00	0.11	0.04	0.08	37.98	99.47
6.00	36.69	0.00	305.00	1010.00	0.11	0.04	0.08	37.98	99.96
6.00	36.69	0.00	305.00	1262.50	0.11	0.04	0.08	37.98	99.98
6.00	36.69	0.00	381.25	1262.50	0.11	0.04	0.08	37.98	99.69
6.00	36.69	0.00	381.25	1515.00	0.11	0.04	0.08	37.98	97.61
6.00	36.69	0.00	152.50	505.00	0.14	0.04	0.08	37.98	97.57
6.00	36.69	0.00	228.75	757.50	0.14	0.04	0.08	37.98	99.25
6.00	36.69	0.00	305.00	757.50	0.14	0.04	0.08	37.98	99.97
6.00	36.69	0.00	305.00	1010.00	0.14	0.04	0.08	37.98	98.45
6.00	36.69	0.00	381.25	757.50	0.14	0.04	0.08	37.98	99.67
6.00	36.69	0.00	381.25	1262.50	0.14	0.04	0.08	37.98	97.51
6.00	36.69	0.00	152.50	757.50	0.08	0.04	0.08	37.98	100.00
6.00	36.69	0.00	228.75	1010.00	0.08	0.04	0.08	37.98	99.99
6.00	36.69	0.00	228.75	1262.50	0.08	0.04	0.08	37.98	99.96
6.00	36.69	0.00	305.00	1262.50	0.08	0.04	0.08	37.98	99.99
6.00	36.69	0.00	305.00	1515.00	0.08	0.04	0.08	37.98	99.80
6.00	36.69	0.00	381.25	1515.00	0.08	0.04	0.08	37.98	99.85
6.00	36.69	0.00	152.50	505.00	0.11	0.04	0.08	37.98	99.91
6.00	36.69	0.00	228.75	757.50	0.11	0.04	0.08	37.98	99.98
6.00	36.69	0.00	228.75	1010.00	0.11	0.04	0.08	37.98	99.80
6.00	36.69	0.00	305.00	1010.00	0.11	0.04	0.08	37.98	99.99
6.00	36.69	0.00	305.00	1262.50	0.11	0.04	0.08	37.98	99.60
6.00	36.69	0.00	381.25	1262.50	0.11	0.04	0.08	37.98	99.66
6.00	36.69	0.00	381.25	1515.00	0.11	0.04	0.08	37.98	98.74
6.00	36.69	0.00	152.50	505.00	0.14	0.04	0.08	37.98	99.77
6.00	36.69	0.00	228.75	757.50	0.14	0.04	0.08	37.98	99.76
6.00	36.69	0.00	305.00	757.50	0.14	0.04	0.08	37.98	99.98
6.00	36.69	0.00	305.00	1010.00	0.14	0.04	0.08	37.98	99.72
6.00	36.69	0.00	381.25	757.50	0.14	0.04	0.08	37.98	99.86
6.00	36.69	0.00	381.25	1262.50	0.14	0.04	0.08	37.98	98.41
6.00	27.57	0.00	210.00	900.00	0.10	0.03	0.07	25.00	96.81
6.00	27.57	0.00	210.00	1000.00	0.10	0.03	0.07	25.00	98.62
6.00	27.57	0.00	210.00	1100.00	0.10	0.03	0.07	25.00	98.64
6.00	27.57	0.00	210.00	1200.00	0.10	0.03	0.07	25.00	97.05
6.00	27.57	0.00	210.00	1300.00	0.10	0.03	0.07	25.00	95.85
6.00	27.57	0.00	220.00	900.00	0.10	0.03	0.07	25.00	99.49
6.00	27.57	0.00	220.00	1000.00	0.10	0.03	0.07	25.00	98.54
6.00	27.57	0.00	220.00	1100.00	0.10	0.03	0.07	25.00	98.99
6.00	27.57	0.00	220.00	1200.00	0.10	0.03	0.07	25.00	97.59
6.00	27.57	0.00	220.00	1300.00	0.10	0.03	0.07	25.00	97.67
6.00	27.57	0.00	230.00	900.00	0.10	0.03	0.07	25.00	98.77
6.00	27.57	0.00	230.00	1000.00	0.10	0.03	0.07	25.00	99.80
6.00	27.57	0.00	230.00	1100.00	0.10	0.03	0.07	25.00	99.99
6.00	27.57	0.00	230.00	1200.00	0.10	0.03	0.07	25.00	98.32
6.00	27.57	0.00	230.00	1300.00	0.10	0.03	0.07	25.00	98.89
6.00	27.57	0.00	240.00	900.00	0.10	0.03	0.07	25.00	98.72
6.00	27.57	0.00	240.00	1000.00	0.10	0.03	0.07	25.00	99.56
6.00	27.57	0.00	240.00	1100.00	0.10	0.03	0.07	25.00	98.84
6.00	27.57	0.00	240.00	1200.00	0.10	0.03	0.07	25.00	98.69
6.00	27.57	0.00	240.00	1300.00	0.10	0.03	0.07	25.00	98.10
6.00	27.57	0.00	250.00	900.00	0.10	0.03	0.07	25.00	99.65
6.00	27.57	0.00	250.00	1000.00	0.10	0.03	0.07	25.00	98.84
6.00	27.57	0.00	250.00	1100.00	0.10	0.03	0.07	25.00	98.09
6.00	27.57	0.00	250.00	1200.00	0.10	0.03	0.07	25.00	98.47
6.00	27.57	0.00	250.00	1300.00	0.10	0.03	0.07	25.00	98.96
